date,sent
2/6/18,0.068888078
2/7/18,0.073473958
2/8/18,0.063982922
2/9/18,0.071004082
2/10/18,0.107294872
2/11/18,0.108392523
2/12/18,0.103608108
2/13/18,0.079002037
2/14/18,0.082771552
2/15/18,0.08069697
2/16/18,0.060914573
2/17/18,0.080763006
2/18/18,0.077604348
2/19/18,0.066174107
2/20/18,0.09655938
2/21/18,0.081623611
2/22/18,0.07475
2/23/18,0.06138913
2/24/18,0.081345238
2/25/18,0.072720472
2/26/18,0.077015385
2/27/18,0.096920892
2/28/18,0.083205342
3/1/18,0.051896996
3/2/18,0.042932432
3/3/18,0.065325581
3/4/18,0.088137931
3/5/18,0.077430556
3/6/18,0.089884393
3/7/18,0.085365079
3/8/18,0.084644391
